airport_name,tails_num,crewmembers_num,reservations_num
KCMA,0,0,2
KCOU,0,0,2
KCPP,0,0,2
KCPS,0,0,2
KCXO,0,0,2
KDTO,0,0,2
KDWA,0,0,2
KFAT,0,0,2
KFLG,0,0,2
KFMN,0,0,2
KHBV,0,0,2
KHHR,0,0,2
KHWD,0,0,2
KIAG,0,0,2
KILG,0,0,2
KIYK,0,0,2
KJKA,0,0,2
KLNS,0,0,2
KMBT,0,0,2
KMEV,0,0,2
KMTH,0,0,2
KMTN,0,0,2
KNUQ,0,0,2
KOGD,0,0,2
KOXC,0,0,2
KPGA,0,0,2
KRYY,0,0,2
KSLN,0,0,2
KSNL,0,0,2
KSOP,0,0,2
KSPA,0,0,2
KSRC,0,0,2
KSSI,0,0,2
KTME,0,0,2
KTPL,0,0,2
KYIP,0,0,2
MDPC,0,0,2
MMCZ,0,0,2
MMTO,0,0,2
MRLB,0,0,2
MYAF,0,0,2
MYLS,0,0,2
VIDP,0,0,2
KMHR,2,5,1
TUPJ,2,4,1
KPIA,2,2,1
MPMG,2,2,1
TKPK,2,2,1
KSEA,1,18,1
KDRO,1,6,1
KSHV,1,5,1
KEKM,1,4,1
KFSD,1,4,1
CYLW,1,3,1
LTBA,1,3,1
PHLI,1,3,1
KFNL,1,2,1
KGUC,1,2,1
KHGR,1,2,1
KMKG,1,2,1
KPNE,1,2,1
KTRI,1,2,1
MMUN,1,2,1
PHKO,1,2,1
TBPB,1,2,1
KGPT,1,1,1
F45,1,0,1
KACK,1,0,1
KALN,1,0,1
KBPT,1,0,1
KMVY,1,0,1
KOQU,1,0,1
KPVU,1,0,1
KTIX,1,0,1
KCVG,0,9,1
KBIL,0,7,1
KSMF,0,7,1
KBLM,0,6,1
KABQ,0,3,1
KFAR,0,3,1
KMYR,0,3,1
KFNT,0,2,1
KHSV,0,2,1
KJPX,0,2,1
KPSC,0,2,1
KRDM,0,2,1
KCRW,0,1,1
KFWA,0,1,1
KGKY,0,1,1
KITH,0,1,1
1A5,0,0,1
20V,0,0,1
7FL6,0,0,1
CYHU,0,0,1
CYQB,0,0,1
CYUL,0,0,1
KAHN,0,0,1
KATW,0,0,1
KBAF,0,0,1
KBEH,0,0,1
KBGM,0,0,1
KBIH,0,0,1
KBRD,0,0,1
KBVX,0,0,1
KCEF,0,0,1
KCHN,0,0,1
KCIC,0,0,1
KCMI,0,0,1
KCNY,0,0,1
KCOE,0,0,1
KCSV,0,0,1
KCYS,0,0,1
KDZB,0,0,1
KEAU,0,0,1
KENW,0,0,1
KFDY,0,0,1
KFFC,0,0,1
KGSH,0,0,1
KGTU,0,0,1
KGYY,0,0,1
KHDC,0,0,1
KHDE,0,0,1
KHOT,0,0,1
KHRF,0,0,1
KHRL,0,0,1
KHYS,0,0,1
KIOW,0,0,1
KIWA,0,0,1
KJVY,0,0,1
KJYO,0,0,1
KLBF,0,0,1
KLCH,0,0,1
KLEW,0,0,1
KLMT,0,0,1
KLSE,0,0,1
KLVM,0,0,1
KLWB,0,0,1
KLWM,0,0,1
KLZU,0,0,1
KMFE,0,0,1
KMGY,0,0,1
KMLU,0,0,1
KMOB,0,0,1
KMOD,0,0,1
KMQJ,0,0,1
KMTO,0,0,1
KMTV,0,0,1
KODO,0,0,1
KOTH,0,0,1
KPGD,0,0,1
KPLN,0,0,1
KPPO,0,0,1
KPRB,0,0,1
KRDG,0,0,1
KRFD,0,0,1
KRUT,0,0,1
KRVS,0,0,1
KSCD,0,0,1
KSCK,0,0,1
KSEZ,0,0,1
KSHD,0,0,1
KSKX,0,0,1
KSLK,0,0,1
KSPK,0,0,1
KSTC,0,0,1
KSUX,0,0,1
KTIW,0,0,1
KTRK,0,0,1
KTYR,0,0,1
KUKF,0,0,1
KVBT,0,0,1
KVDF,0,0,1
KVNC,0,0,1
KWST,0,0,1
MMCP,0,0,1
MMGL,0,0,1
MMGM,0,0,1
MMLP,0,0,1
MPSM,0,0,1
MYAT,0,0,1
MYBS,0,0,1
MYEM,0,0,1
TVSA,0,0,1
KMIV,13,2,0
KBTL,7,2,0
KBGR,4,7,0
TNCM,3,4,0
KCKB,3,0,0
CYEG,2,4,0
KGYH,2,4,0
KUES,2,4,0
KBRO,2,2,0
KPCD,2,0,0
KSPI,2,0,0
KBOI,1,13,0
KALB,1,12,0
KGNV,1,9,0
KCQF,1,4,0
KGGG,1,4,0
KSYR,1,4,0
EGGW,1,3,0
KSTP,1,3,0
KCGF,1,2,0
KDBQ,1,2,0
KIMT,1,2,0
KISP,1,2,0
KPRC,1,2,0
KRNM,1,2,0
KROC,1,2,0
KSTF,1,2,0
KSWO,1,2,0
KTYQ,1,2,0
KWDR,1,2,0
PAFA,1,2,0
SKBO,1,2,0
TJIG,1,2,0
TNCA,1,2,0
KABY,1,0,0
KBIS,1,0,0
KLWC,1,0,0
KMSL,1,0,0
KPIR,1,0,0
KPOU,1,0,0
KSFB,1,0,0
KSQI,1,0,0
KTLH,1,0,0
MMSM,1,0,0
MROC,1,0,0
MYBC,1,0,0
PHNL,1,0,0
KGEG,0,8,0
KMCI,0,8,0
KTVC,0,6,0
KCWA,0,5,0
KEVV,0,5,0
KBKL,0,4,0
KPMP,0,4,0
KCAE,0,3,0
KDLH,0,3,0
KJAN,0,3,0
KMCC,0,3,0
KONT,0,3,0
KUNV,0,3,0
KCAK,0,2,0
KCON,0,2,0
KCRE,0,2,0
KERV,0,2,0
KFAY,0,2,0
KIDA,0,2,0
KIMS,0,2,0
KJBR,0,2,0
KMGM,0,2,0
KOAJ,0,2,0
KVPS,0,2,0
KABE,0,1,0
KAEX,0,1,0
KAZO,0,1,0
KBFL,0,1,0
KBMI,0,1,0
KLAN,0,1,0
KLFT,0,1,0
KMBS,0,1,0
KMFR,0,1,0
KRDD,0,1,0
KSBP,0,1,0
KSGF,0,1,0
