airport_name,tails_num,crewmembers_num,reservations_num
0218_07FA,1,0,4
0218_KEYW,1,0,4
0218_TXKF,1,0,4
0218_KCLE,0,12,4
0218_KOKC,0,4,4
0218_KABQ,0,3,4
0218_KEWR,0,3,4
0218_KAFW,0,2,4
0218_KGPI,0,2,4
0218_KRIC,0,2,4
0218_KDWH,0,0,4
0218_KILN,0,0,4
0218_KOCF,0,0,4
0218_KRYY,0,0,4
0218_KSDM,0,0,4
0218_KUDD,0,0,4
0218_MMTO,0,0,4
0218_KICT,23,18,3
0218_KIAH,3,9,3
0218_KLEX,2,11,3
0218_KORD,2,10,3
0218_KXNA,2,10,3
0218_PHOG,2,6,3
0218_KAPC,2,4,3
0218_KBDR,2,2,3
0218_KGVL,2,2,3
0218_KSAV,1,16,3
0218_KMKE,1,5,3
0218_KFCI,1,0,3
0218_KHWD,1,0,3
0218_KRST,1,0,3
0218_MDPC,1,0,3
0218_KTYS,0,13,3
0218_KIND,0,6,3
0218_KBLM,0,4,3
0218_KSMF,0,4,3
0218_KGRB,0,3,3
0218_KMKY,0,2,3
0218_KNUQ,0,2,3
0218_KOXC,0,2,3
0218_KSGJ,0,2,3
0218_KUGN,0,2,3
0218_KMGM,0,1,3
0218_KFCM,0,0,3
0218_KFHB,0,0,3
0218_KJQF,0,0,3
0218_KLAF,0,0,3
0218_KPTK,0,0,3
0218_KTEX,0,0,3
0218_KTIX,0,0,3
0218_KTKI,0,0,3
0218_KUES,0,0,3
0218_MMUN,0,0,3
0218_KLNK,9,6,2
0218_KAGS,6,5,2
0218_KTUS,3,10,2
0218_TAPA,2,3,2
0218_KDEN,1,47,2
0218_KDAB,1,22,2
0218_KBIL,1,8,2
0218_KDAY,1,8,2
0218_KMLI,1,8,2
0218_KFWA,1,6,2
0218_KRDM,1,6,2
0218_KBEH,1,2,2
0218_KHOT,1,2,2
0218_MRLB,1,2,2
0218_KERI,1,0,2
0218_KFMY,1,0,2
0218_KPSM,1,0,2
0218_KPUB,1,0,2
0218_KTME,1,0,2
0218_KVNC,1,0,2
0218_TUPJ,1,0,2
0218_KPWM,0,9,2
0218_KGRR,0,8,2
0218_KAVL,0,5,2
0218_KFAR,0,5,2
0218_KOGD,0,3,2
0218_KSGF,0,3,2
0218_KBVY,0,2,2
0218_KCAE,0,2,2
0218_KEKM,0,2,2
0218_KEUG,0,2,2
0218_KINT,0,2,2
0218_KMFR,0,1,2
0218_CYQB,0,0,2
0218_KACY,0,0,2
0218_KAMA,0,0,2
0218_KASN,0,0,2
0218_KBRO,0,0,2
0218_KCEU,0,0,2
0218_KCLL,0,0,2
0218_KCMA,0,0,2
0218_KCOU,0,0,2
0218_KCQF,0,0,2
0218_KDTO,0,0,2
0218_KFAT,0,0,2
0218_KFNL,0,0,2
0218_KGOO,0,0,2
0218_KHDC,0,0,2
0218_KHKS,0,0,2
0218_KHRF,0,0,2
0218_KJVY,0,0,2
0218_KMMH,0,0,2
0218_KMQS,0,0,2
0218_KMSL,0,0,2
0218_KMVY,0,0,2
0218_KPGA,0,0,2
0218_KPGD,0,0,2
0218_KPIA,0,0,2
0218_KPWA,0,0,2
0218_KSCK,0,0,2
0218_KSEZ,0,0,2
0218_KSMO,0,0,2
0218_KSNL,0,0,2
0218_KSNY,0,0,2
0218_KSWO,0,0,2
0218_KTCL,0,0,2
0218_KTRK,0,0,2
0218_KTXK,0,0,2
0218_KTYR,0,0,2
0218_KUUV,0,0,2
0218_KVGT,0,0,2
0218_KVQQ,0,0,2
0218_MMCZ,0,0,2
0218_MMMY,0,0,2
0218_MWCR,0,0,2
0218_T82,0,0,2
0218_KBDL,7,15,1
0218_KSVH,7,2,1
0218_KJFK,3,8,1
0218_MDCY,3,3,1
0218_KSAC,2,5,1
0218_KBIV,2,4,1
0218_KLGB,2,2,1
0218_PHLI,2,2,1
0218_KDTW,1,13,1
0218_KCOS,1,6,1
0218_KONT,1,5,1
0218_KSHV,1,5,1
0218_KCID,1,4,1
0218_KDIJ,1,3,1
0218_KDRO,1,3,1
0218_KBLI,1,2,1
0218_KCPP,1,2,1
0218_KFDY,1,2,1
0218_KHGR,1,2,1
0218_KPRB,1,2,1
0218_KSLK,1,2,1
0218_FA54,1,0,1
0218_KATW,1,0,1
0218_KILG,1,0,1
0218_KPLN,1,0,1
0218_KSCD,1,0,1
0218_KSFB,1,0,1
0218_KSOP,1,0,1
0218_MDLR,1,0,1
0218_MYAF,1,0,1
0218_MYGF,1,0,1
0218_KSEA,0,18,1
0218_KMHT,0,14,1
0218_KBTV,0,5,1
0218_KHSV,0,3,1
0218_KJAN,0,3,1
0218_KPSC,0,3,1
0218_KUNV,0,3,1
0218_KABE,0,2,1
0218_KALN,0,2,1
0218_KCPS,0,2,1
0218_KIAG,0,2,1
0218_KMSO,0,2,1
0218_KMYR,0,2,1
0218_KEVV,0,1,1
0218_KGTU,0,1,1
0218_KITH,0,1,1
0218_KLRD,0,1,1
0218_KMTN,0,1,1
0218_KSGU,0,1,1
0218_3J1,0,0,1
0218_CYLW,0,0,1
0218_CYUL,0,0,1
0218_EDDM,0,0,1
0218_F70,0,0,1
0218_KABY,0,0,1
0218_KADM,0,0,1
0218_KAHN,0,0,1
0218_KASG,0,0,1
0218_KAVQ,0,0,1
0218_KBAF,0,0,1
0218_KBDN,0,0,1
0218_KBIE,0,0,1
0218_KBKL,0,0,1
0218_KBKS,0,0,1
0218_KBRD,0,0,1
0218_KBWG,0,0,1
0218_KBYG,0,0,1
0218_KCGF,0,0,1
0218_KCNI,0,0,1
0218_KCNU,0,0,1
0218_KCNY,0,0,1
0218_KCOD,0,0,1
0218_KCRE,0,0,1
0218_KCXO,0,0,1
0218_KCXU,0,0,1
0218_KDBQ,0,0,1
0218_KDZB,0,0,1
0218_KEFD,0,0,1
0218_KEQY,0,0,1
0218_KERV,0,0,1
0218_KESN,0,0,1
0218_KFFC,0,0,1
0218_KGGE,0,0,1
0218_KGKY,0,0,1
0218_KGON,0,0,1
0218_KGSH,0,0,1
0218_KGUC,0,0,1
0218_KHBV,0,0,1
0218_KHDO,0,0,1
0218_KHHR,0,0,1
0218_KHIO,0,0,1
0218_KHRL,0,0,1
0218_KHTS,0,0,1
0218_KHYI,0,0,1
0218_KJBR,0,0,1
0218_KJYO,0,0,1
0218_KLBE,0,0,1
0218_KLBF,0,0,1
0218_KLEB,0,0,1
0218_KLMT,0,0,1
0218_KLVK,0,0,1
0218_KLWB,0,0,1
0218_KLZU,0,0,1
0218_KMCC,0,0,1
0218_KMCN,0,0,1
0218_KMDD,0,0,1
0218_KMFE,0,0,1
0218_KMTH,0,0,1
0218_KMTV,0,0,1
0218_KMVL,0,0,1
0218_KMYF,0,0,1
0218_KMYL,0,0,1
0218_KOBE,0,0,1
0218_KODO,0,0,1
0218_KOFP,0,0,1
0218_KOJC,0,0,1
0218_KOLV,0,0,1
0218_KPCW,0,0,1
0218_KPNE,0,0,1
0218_KPWT,0,0,1
0218_KRFD,0,0,1
0218_KRME,0,0,1
0218_KRNT,0,0,1
0218_KROW,0,0,1
0218_KRVS,0,0,1
0218_KSBM,0,0,1
0218_KSEF,0,0,1
0218_KSMX,0,0,1
0218_KSPA,0,0,1
0218_KSUT,0,0,1
0218_KSUX,0,0,1
0218_KSZT,0,0,1
0218_KTIW,0,0,1
0218_KTOA,0,0,1
0218_KTVI,0,0,1
0218_KUIN,0,0,1
0218_KUKF,0,0,1
0218_KVBT,0,0,1
0218_KWDR,0,0,1
0218_KYIP,0,0,1
0218_LFPB,0,0,1
0218_MKJS,0,0,1
0218_MMGL,0,0,1
0218_MYEN,0,0,1
0218_PHKO,0,0,1
0218_SEQM,0,0,1
0218_TLPL,0,0,1
0218_KMIV,11,0,0
0218_KBTL,6,1,0
0218_KCHA,3,7,0
0218_KBGR,3,6,0
0218_KCKB,3,0,0
0218_KORF,2,7,0
0218_KSBN,2,3,0
0218_KGYH,2,2,0
0218_KPCD,2,0,0
0218_KSPI,2,0,0
0218_KSTC,2,0,0
0218_KPNS,1,15,0
0218_KCVG,1,11,0
0218_KMLB,1,11,0
0218_KGNV,1,8,0
0218_EBLG,1,6,0
0218_LIML,1,5,0
0218_KFNT,1,4,0
0218_KHND,1,4,0
0218_EGGW,1,3,0
0218_MPSM,1,3,0
0218_VIDP,1,3,0
0218_CYHU,1,2,0
0218_CYYT,1,2,0
0218_KAVP,1,2,0
0218_KBFM,1,2,0
0218_KCIC,1,2,0
0218_KCMI,1,2,0
0218_KFOK,1,2,0
0218_KLFT,1,2,0
0218_KMTO,1,2,0
0218_KRUT,1,2,0
0218_KSHD,1,2,0
0218_KTLH,1,2,0
0218_KTOL,1,2,0
0218_KTWF,1,2,0
0218_KVDF,1,2,0
0218_PAFA,1,2,0
0218_PHNL,1,2,0
0218_TKPK,1,2,0
0218_TVSA,1,2,0
0218_CYEG,1,0,0
0218_KBIS,1,0,0
0218_KCCR,1,0,0
0218_KCEF,1,0,0
0218_KHCR,1,0,0
0218_KIOW,1,0,0
0218_KLSE,1,0,0
0218_KMOB,1,0,0
0218_KPVU,1,0,0
0218_KTYQ,1,0,0
0218_KWST,1,0,0
0218_MMCP,1,0,0
0218_MPMG,1,0,0
0218_MYBC,1,0,0
0218_KGEG,0,9,0
0218_KBOI,0,8,0
0218_KTVC,0,8,0
0218_KILM,0,7,0
0218_KMCI,0,6,0
0218_KCWA,0,5,0
0218_KALB,0,4,0
0218_KCAK,0,4,0
0218_KDPA,0,4,0
0218_KMDT,0,4,0
0218_KSYR,0,4,0
0218_KFAY,0,3,0
0218_KFSD,0,3,0
0218_KVPS,0,3,0
0218_LTBA,0,3,0
0218_F45,0,2,0
0218_KAEX,0,2,0
0218_KBFL,0,2,0
0218_KBMI,0,2,0
0218_KBVX,0,2,0
0218_KBXM,0,2,0
0218_KCRW,0,2,0
0218_KDLH,0,2,0
0218_KGPT,0,2,0
0218_KHYS,0,2,0
0218_KIDA,0,2,0
0218_KLAN,0,2,0
0218_KLNS,0,2,0
0218_KLVM,0,2,0
0218_KMQJ,0,2,0
0218_KOAJ,0,2,0
0218_KOQU,0,2,0
0218_KRAP,0,2,0
0218_KROC,0,2,0
0218_KSAW,0,2,0
0218_KSBP,0,2,0
0218_KSSI,0,2,0
0218_KTRI,0,2,0
0218_KAZO,0,1,0
0218_KDCA,0,1,0
0218_KMBS,0,1,0
0216_KTEB,22,76,116
0216_KPBI,10,22,83
0216_KHPN,3,20,62
0216_KAPF,11,28,52
0216_KSDL,12,30,45
0216_KMIA,7,33,45
0216_KASE,12,22,38
0216_KVNY,11,41,38
0216_KIAD,18,49,37
0216_KBZN,10,25,37
0216_KDAL,38,88,35
0216_KEGE,4,10,35
0216_KSLC,11,36,34
0216_KLAS,18,47,31
0216_KSNA,4,17,30
0216_KAUS,5,25,28
0216_KBOS,1,5,28
0216_MYNN,7,8,27
0216_KSUA,5,20,23
0216_KMDW,16,54,22
0216_KJAC,3,5,22
0216_KSRQ,6,18,21
0216_KPDK,2,23,21
0216_KSGR,4,10,20
0216_KSJC,7,20,19
0216_KPWK,5,9,19
0216_KHOU,3,9,19
0216_MMSD,6,9,18
0216_KCLT,5,18,18
0216_KMCO,3,38,18
0216_KBNA,3,24,18
0216_KSFO,3,9,18
0216_KBCT,2,10,18
0216_KTPA,1,32,18
0216_KCHS,1,15,18
0216_KRDU,0,21,17
0216_KLAX,4,20,16
0216_MYAM,2,0,16
0216_KCMH,35,46,15
0216_KOPF,6,10,15
0216_KPHL,3,27,15
0216_KJZI,2,4,15
0216_KBED,1,6,15
0216_KORL,4,6,13
0216_KHCR,4,3,13
0216_KSTL,2,14,13
0216_KFLL,16,37,12
0216_KMSP,3,24,12
0216_MMSL,3,6,12
0216_KFTY,2,4,12
0216_KLUK,2,4,12
0216_KSBA,0,4,12
0216_KBFI,6,22,11
0216_KMMU,0,2,11
0216_KTEX,0,0,11
0216_MMPR,5,4,10
0216_KAPA,2,13,10
0216_KFXE,2,8,10
0216_KMKC,2,4,10
0216_KRSW,1,19,10
0216_KSAN,1,9,10
0216_KBUR,1,2,10
0216_MBPV,4,4,9
0216_KISM,4,0,9
0216_KTMB,4,0,9
0216_KIAH,3,16,9
0216_KCRQ,2,5,9
0216_KPSP,2,4,9
0216_KJAX,0,19,9
0216_KRIC,0,5,9
0216_KLIT,0,4,9
0216_07FA,0,0,9
0216_KICT,21,15,8
0216_KMSY,4,10,8
0216_KMRY,3,4,8
0216_KSUN,3,3,8
0216_KRNO,2,12,8
0216_KOMA,1,12,8
0216_KCHO,1,10,8
0216_KBHM,1,4,8
0216_KSAT,0,4,8
0216_CYYZ,0,0,8
0216_KBUF,3,7,7
0216_KVRB,2,6,7
0216_KBWI,1,9,7
0216_KECP,1,8,7
0216_KRIL,1,3,7
0216_KMEM,0,8,7
0216_KBDL,2,9,6
0216_KPIT,1,11,6
0216_KSUS,1,5,6
0216_KHDN,1,3,6
0216_KBJC,1,0,6
0216_KPHX,0,29,6
0216_KPDX,0,5,6
0216_KSDF,0,4,6
0216_KDTS,0,2,6
0216_KOAK,0,1,6
0216_KBDR,0,0,6
0216_TQPF,5,4,5
0216_TAPA,4,5,5
0216_KMAF,3,8,5
0216_KPVD,3,5,5
0216_KCHA,2,6,5
0216_KELP,2,5,5
0216_KCRG,1,0,5
0216_KPIE,1,0,5
0216_KUGN,1,0,5
0216_KCLE,0,8,5
0216_KJWN,0,4,5
0216_KMKE,0,2,5
0216_KAFW,0,0,5
0216_KSTS,0,0,5
0216_KAGS,7,2,4
0216_KGSO,5,14,4
0216_KLNK,5,0,4
0216_KCOS,4,11,4
0216_KDSM,3,9,4
0216_KJFK,3,7,4
0216_KEYW,3,6,4
0216_KRST,3,4,4
0216_KAPC,2,6,4
0216_KLEX,1,9,4
0216_KORD,1,6,4
0216_KTTN,1,5,4
0216_KFCM,1,4,4
0216_KTRM,1,2,4
0216_KHND,1,0,4
0216_KHXD,1,0,4
0216_KDFW,0,19,4
0216_KATL,0,10,4
0216_KTUL,0,8,4
0216_KORF,0,5,4
0216_KROA,0,4,4
0216_KEWR,0,3,4
0216_KMSO,0,1,4
0216_KDPA,0,0,4
0216_KPWA,0,0,4
0216_KSDM,0,0,4
0216_KSMO,0,0,4
0216_KNEW,5,4,3
0216_KTUS,4,10,3
0216_TJSJ,4,9,3
0216_KSAV,3,13,3
0216_KDTW,2,15,3
0216_PHOG,2,6,3
0216_TXKF,2,2,3
0216_KDAY,1,7,3
0216_KIND,1,6,3
0216_KCID,1,5,3
0216_KFRG,1,3,3
0216_MWCR,1,3,3
0216_KACY,1,2,3
0216_KMQS,1,2,3
0216_KOCF,1,2,3
0216_KOKC,1,2,3
0216_KSAF,1,2,3
0216_KFOK,1,0,3
0216_KLVK,1,0,3
0216_T82,1,0,3
0216_KDEN,0,35,3
0216_KTYS,0,12,3
0216_KMHT,0,9,3
0216_KMSN,0,6,3
0216_KFHB,0,4,3
0216_KXNA,0,4,3
0216_KSBN,0,3,3
0216_FA54,0,2,3
0216_KGVL,0,2,3
0216_KOSU,0,2,3
0216_KPSM,0,2,3
0216_KBTR,0,1,3
0216_KEUG,0,1,3
0216_CYVR,0,0,3
0216_KAMA,0,0,3
0216_KBIV,0,0,3
0216_KBVY,0,0,3
0216_KCLL,0,0,3
0216_KCXU,0,0,3
0216_KFCI,0,0,3
0216_KGJT,0,0,3
0216_KHVN,0,0,3
0216_KLAF,0,0,3
0216_KLAL,0,0,3
0216_KMDD,0,0,3
0216_KMKY,0,0,3
0216_KMMH,0,0,3
0216_KMYL,0,0,3
0216_KOFP,0,0,3
0216_KPHF,0,0,3
0216_KSAC,0,0,3
0216_KSGJ,0,0,3
0216_KVGT,0,0,3
0216_MYEH,0,0,3
0216_MYGF,0,0,3
0216_KSVH,7,2,2
0216_KDAB,3,21,2
0216_KFTW,3,8,2
0216_KADS,3,4,2
0216_KPTK,3,4,2
0216_KSGU,2,7,2
0216_KTCL,2,3,2
0216_MDCY,2,3,2
0216_KDWH,2,2,2
0216_KJQF,2,2,2
0216_KFMY,1,5,2
0216_KGRB,1,5,2
0216_KAGC,1,4,2
0216_KLGA,1,4,2
0216_MDLR,1,4,2
0216_KLRD,1,3,2
0216_KMTJ,1,3,2
0216_KAVQ,1,2,2
0216_KERI,1,2,2
0216_KGPI,1,2,2
0216_KLGB,1,2,2
0216_KTKI,1,2,2
0216_KUDD,1,2,2
0216_KYNG,1,2,2
0216_LIML,1,2,2
0216_KAVP,1,0,2
0216_KESN,1,0,2
0216_KINT,1,0,2
0216_KRME,1,0,2
0216_KVQQ,1,0,2
0216_KGRR,0,13,2
0216_KMLB,0,11,2
0216_KGSP,0,9,2
0216_KPNS,0,9,2
0216_KPWM,0,8,2
0216_KAVL,0,5,2
0216_KILM,0,5,2
0216_KMDT,0,5,2
0216_KBTV,0,4,2
0216_KMLI,0,4,2
0216_EBLG,0,3,2
0216_KRAP,0,3,2
0216_KDCA,0,2,2
0216_KLBB,0,1,2
0216_38XS,0,0,2
0216_CYYT,0,0,2
0216_EINN,0,0,2
0216_F70,0,0,2
0216_KAMW,0,0,2
0216_KBFM,0,0,2
0216_KBKS,0,0,2
0216_KBLI,0,0,2
0216_KBXM,0,0,2
0216_KCCR,0,0,2
0216_KCEU,0,0,2
0216_KCMA,0,0,2
0216_KCOU,0,0,2
0216_KCPP,0,0,2
0216_KCPS,0,0,2
0216_KCXO,0,0,2
0216_KDTO,0,0,2
0216_KDWA,0,0,2
0216_KFAT,0,0,2
0216_KFLG,0,0,2
0216_KFMN,0,0,2
0216_KHBV,0,0,2
0216_KHHR,0,0,2
0216_KHWD,0,0,2
0216_KIAG,0,0,2
0216_KILG,0,0,2
0216_KIYK,0,0,2
0216_KJKA,0,0,2
0216_KLNS,0,0,2
0216_KMBT,0,0,2
0216_KMEV,0,0,2
0216_KMTH,0,0,2
0216_KMTN,0,0,2
0216_KNUQ,0,0,2
0216_KOGD,0,0,2
0216_KOXC,0,0,2
0216_KPGA,0,0,2
0216_KRYY,0,0,2
0216_KSLN,0,0,2
0216_KSNL,0,0,2
0216_KSOP,0,0,2
0216_KSPA,0,0,2
0216_KSRC,0,0,2
0216_KSSI,0,0,2
0216_KTME,0,0,2
0216_KTPL,0,0,2
0216_KYIP,0,0,2
0216_MDPC,0,0,2
0216_MMCZ,0,0,2
0216_MMTO,0,0,2
0216_MRLB,0,0,2
0216_MYAF,0,0,2
0216_MYLS,0,0,2
0216_VIDP,0,0,2
0216_KMHR,2,5,1
0216_TUPJ,2,4,1
0216_KPIA,2,2,1
0216_MPMG,2,2,1
0216_TKPK,2,2,1
0216_KSEA,1,18,1
0216_KDRO,1,6,1
0216_KSHV,1,5,1
0216_KEKM,1,4,1
0216_KFSD,1,4,1
0216_CYLW,1,3,1
0216_LTBA,1,3,1
0216_PHLI,1,3,1
0216_KFNL,1,2,1
0216_KGUC,1,2,1
0216_KHGR,1,2,1
0216_KMKG,1,2,1
0216_KPNE,1,2,1
0216_KTRI,1,2,1
0216_MMUN,1,2,1
0216_PHKO,1,2,1
0216_TBPB,1,2,1
0216_KGPT,1,1,1
0216_F45,1,0,1
0216_KACK,1,0,1
0216_KALN,1,0,1
0216_KBPT,1,0,1
0216_KMVY,1,0,1
0216_KOQU,1,0,1
0216_KPVU,1,0,1
0216_KTIX,1,0,1
0216_KCVG,0,9,1
0216_KBIL,0,7,1
0216_KSMF,0,7,1
0216_KBLM,0,6,1
0216_KABQ,0,3,1
0216_KFAR,0,3,1
0216_KMYR,0,3,1
0216_KFNT,0,2,1
0216_KHSV,0,2,1
0216_KJPX,0,2,1
0216_KPSC,0,2,1
0216_KRDM,0,2,1
0216_KCRW,0,1,1
0216_KFWA,0,1,1
0216_KGKY,0,1,1
0216_KITH,0,1,1
0216_1A5,0,0,1
0216_20V,0,0,1
0216_7FL6,0,0,1
0216_CYHU,0,0,1
0216_CYQB,0,0,1
0216_CYUL,0,0,1
0216_KAHN,0,0,1
0216_KATW,0,0,1
0216_KBAF,0,0,1
0216_KBEH,0,0,1
0216_KBGM,0,0,1
0216_KBIH,0,0,1
0216_KBRD,0,0,1
0216_KBVX,0,0,1
0216_KCEF,0,0,1
0216_KCHN,0,0,1
0216_KCIC,0,0,1
0216_KCMI,0,0,1
0216_KCNY,0,0,1
0216_KCOE,0,0,1
0216_KCSV,0,0,1
0216_KCYS,0,0,1
0216_KDZB,0,0,1
0216_KEAU,0,0,1
0216_KENW,0,0,1
0216_KFDY,0,0,1
0216_KFFC,0,0,1
0216_KGSH,0,0,1
0216_KGTU,0,0,1
0216_KGYY,0,0,1
0216_KHDC,0,0,1
0216_KHDE,0,0,1
0216_KHOT,0,0,1
0216_KHRF,0,0,1
0216_KHRL,0,0,1
0216_KHYS,0,0,1
0216_KIOW,0,0,1
0216_KIWA,0,0,1
0216_KJVY,0,0,1
0216_KJYO,0,0,1
0216_KLBF,0,0,1
0216_KLCH,0,0,1
0216_KLEW,0,0,1
0216_KLMT,0,0,1
0216_KLSE,0,0,1
0216_KLVM,0,0,1
0216_KLWB,0,0,1
0216_KLWM,0,0,1
0216_KLZU,0,0,1
0216_KMFE,0,0,1
0216_KMGY,0,0,1
0216_KMLU,0,0,1
0216_KMOB,0,0,1
0216_KMOD,0,0,1
0216_KMQJ,0,0,1
0216_KMTO,0,0,1
0216_KMTV,0,0,1
0216_KODO,0,0,1
0216_KOTH,0,0,1
0216_KPGD,0,0,1
0216_KPLN,0,0,1
0216_KPPO,0,0,1
0216_KPRB,0,0,1
0216_KRDG,0,0,1
0216_KRFD,0,0,1
0216_KRUT,0,0,1
0216_KRVS,0,0,1
0216_KSCD,0,0,1
0216_KSCK,0,0,1
0216_KSEZ,0,0,1
0216_KSHD,0,0,1
0216_KSKX,0,0,1
0216_KSLK,0,0,1
0216_KSPK,0,0,1
0216_KSTC,0,0,1
0216_KSUX,0,0,1
0216_KTIW,0,0,1
0216_KTRK,0,0,1
0216_KTYR,0,0,1
0216_KUKF,0,0,1
0216_KVBT,0,0,1
0216_KVDF,0,0,1
0216_KVNC,0,0,1
0216_KWST,0,0,1
0216_MMCP,0,0,1
0216_MMGL,0,0,1
0216_MMGM,0,0,1
0216_MMLP,0,0,1
0216_MPSM,0,0,1
0216_MYAT,0,0,1
0216_MYBS,0,0,1
0216_MYEM,0,0,1
0216_TVSA,0,0,1
0216_KMIV,13,2,0
0216_KBTL,7,2,0
0216_KBGR,4,7,0
0216_TNCM,3,4,0
0216_KCKB,3,0,0
0216_CYEG,2,4,0
0216_KGYH,2,4,0
0216_KUES,2,4,0
0216_KBRO,2,2,0
0216_KPCD,2,0,0
0216_KSPI,2,0,0
0216_KBOI,1,13,0
0216_KALB,1,12,0
0216_KGNV,1,9,0
0216_KCQF,1,4,0
0216_KGGG,1,4,0
0216_KSYR,1,4,0
0216_EGGW,1,3,0
0216_KSTP,1,3,0
0216_KCGF,1,2,0
0216_KDBQ,1,2,0
0216_KIMT,1,2,0
0216_KISP,1,2,0
0216_KPRC,1,2,0
0216_KRNM,1,2,0
0216_KROC,1,2,0
0216_KSTF,1,2,0
0216_KSWO,1,2,0
0216_KTYQ,1,2,0
0216_KWDR,1,2,0
0216_PAFA,1,2,0
0216_SKBO,1,2,0
0216_TJIG,1,2,0
0216_TNCA,1,2,0
0216_KABY,1,0,0
0216_KBIS,1,0,0
0216_KLWC,1,0,0
0216_KMSL,1,0,0
0216_KPIR,1,0,0
0216_KPOU,1,0,0
0216_KSFB,1,0,0
0216_KSQI,1,0,0
0216_KTLH,1,0,0
0216_MMSM,1,0,0
0216_MROC,1,0,0
0216_MYBC,1,0,0
0216_PHNL,1,0,0
0216_KGEG,0,8,0
0216_KMCI,0,8,0
0216_KTVC,0,6,0
0216_KCWA,0,5,0
0216_KEVV,0,5,0
0216_KBKL,0,4,0
0216_KPMP,0,4,0
0216_KCAE,0,3,0
0216_KDLH,0,3,0
0216_KJAN,0,3,0
0216_KMCC,0,3,0
0216_KONT,0,3,0
0216_KUNV,0,3,0
0216_KCAK,0,2,0
0216_KCON,0,2,0
0216_KCRE,0,2,0
0216_KERV,0,2,0
0216_KFAY,0,2,0
0216_KIDA,0,2,0
0216_KIMS,0,2,0
0216_KJBR,0,2,0
